kernel,dtype,M,N,K,repeat,bytes_moved,total_ops,runtime_s,achieved_gops,arithmetic_intensity,roofline_compute_cap_gops,roofline_bw_cap_gops,roofline_pred_gops,est_energy_pJ,est_energy_mJ,est_area_units
l1,fp32,2048,2048,2048,3,50331648.0,25765609472.0,48.39297694999914,0.5324245602543048,511.9166666666667,165.2,17917.083333333336,165.2,7876902912.0,7876.902912,17175674880.0
