kernel,impl,dtype,M,N,K,repeat,runtime_s,achieved_gops,arithmetic_intensity_ops_per_byte,roofline_compute_cap_gops,roofline_bw_cap_gops,roofline_predicted_gops,bytes_moved_MB,total_ops,est_energy_mJ,est_area_proxy
dot,numpy,fp32,2048,2048,2048,3,0.115645,148.557,341.333,1.0,1058.1,1.0,50.33,17179869184,11.107,17179869184.0
