kernel,dtype,M,N,K,repeat,bytes_moved,total_ops,runtime_s,achieved_gops,arithmetic_intensity,roofline_compute_cap_gops,roofline_bw_cap_gops,roofline_pred_gops,est_energy_pJ,est_energy_mJ,est_area_units
l1,fp32,512,512,512,5,3145728.0,402391040.0,0.32923006000055466,1.222218408608625,127.91666666666667,165.2,4477.083333333334,165.2,170183884.8,170.18388480000002,268173312.0
