kernel,impl,dtype,M,N,K,repeat,runtime_s,achieved_gops,arithmetic_intensity_ops_per_byte,roofline_compute_cap_gops,roofline_bw_cap_gops,roofline_predicted_gops,bytes_moved_MB,total_ops,est_energy_mJ,est_area_proxy
l1,numpy,fp32,512,512,1024,3,0.68326,1.179,153.6,165.2,5376.0,165.2,5.24,805306368,0.665,281857228.79999995
