kernel,dtype,M,N,K,repeat,bytes_moved,total_ops,runtime_s,achieved_gops,arithmetic_intensity,roofline_compute_cap_gops,roofline_bw_cap_gops,roofline_pred_gops,est_energy_pJ,est_energy_mJ,est_area_units
l1,fp16,512,512,512,3,1572864.0,402391040.0,2.1105294080007297,0.19065881691796868,255.83333333333334,1.0,787.5185806530847,1.0,138726604.8,138.72660480000002,268173312.0
